latitude,longitude,country_code
-14.5,-63.5,BO
-13.5,-63.5,BO
-12.5,-63.5,BR
-11.5,-63.5,BR
-10.5,-63.5,BR
-9.5,-63.5,BR
-8.5,-63.5,BR
-7.5,-63.5,BR
-6.5,-63.5,BR
-5.5,-63.5,BR
-4.5,-63.5,BR
-3.5,-63.5,BR
-2.5,-63.5,BR
-1.5,-63.5,BR
-0.5,-63.5,BR
0.5,-63.5,BR
1.5,-63.5,BR
2.5,-63.5,BR
3.5,-63.5,BR
4.5,-63.5,VE
5.5,-63.5,VE
6.5,-63.5,VE
7.5,-63.5,VE
8.5,-63.5,VE
9.5,-63.5,VE
10.5,-63.5,VE
44.5,-63.5,
45.5,-63.5,CA
46.5,-63.5,CA
49.5,-63.5,CA
50.5,-63.5,CA
51.5,-63.5,CA
52.5,-63.5,CA
53.5,-63.5,CA
54.5,-63.5,CA
55.5,-63.5,CA
56.5,-63.5,CA
57.5,-63.5,CA
58.5,-63.5,CA
59.5,-63.5,
65.5,-63.5,CA
66.5,-63.5,CA
67.5,-63.5,
76.5,-63.5,GL
77.5,-63.5,GL
78.5,-63.5,GL
79.5,-63.5,GL
80.5,-63.5,GL
81.5,-63.5,
82.5,-63.5,CA
-89.5,-62.5,
-88.5,-62.5,
-87.5,-62.5,
-86.5,-62.5,
-85.5,-62.5,
-84.5,-62.5,
-83.5,-62.5,
-82.5,-62.5,
-81.5,-62.5,
-80.5,-62.5,
-79.5,-62.5,
-78.5,-62.5,
-77.5,-62.5,
-76.5,-62.5,
-75.5,-62.5,
-74.5,-62.5,
-73.5,-62.5,
-72.5,-62.5,
-71.5,-62.5,
-70.5,-62.5,
-69.5,-62.5,
-68.5,-62.5,
-67.5,-62.5,
-66.5,-62.5,
-65.5,-62.5,
-64.5,-62.5,
-40.5,-62.5,AR
-39.5,-62.5,AR
-38.5,-62.5,AR
-37.5,-62.5,AR
-36.5,-62.5,AR
-35.5,-62.5,AR
-34.5,-62.5,AR
-33.5,-62.5,AR
-32.5,-62.5,AR
-31.5,-62.5,AR
-30.5,-62.5,AR
-29.5,-62.5,AR
-28.5,-62.5,AR
-27.5,-62.5,AR
-26.5,-62.5,AR
-25.5,-62.5,AR
-24.5,-62.5,AR
-23.5,-62.5,AR
-22.5,-62.5,AR
-21.5,-62.5,BO
-20.5,-62.5,BO
-19.5,-62.5,BO
-18.5,-62.5,BO
-17.5,-62.5,BO
-16.5,-62.5,BO
-15.5,-62.5,BO
-14.5,-62.5,BO
-13.5,-62.5,BO
-12.5,-62.5,BR
-11.5,-62.5,BR
-10.5,-62.5,BR
-9.5,-62.5,BR
-8.5,-62.5,BR
-7.5,-62.5,BR
-6.5,-62.5,BR
-5.5,-62.5,BR
-4.5,-62.5,BR
-3.5,-62.5,BR
-2.5,-62.5,BR
-1.5,-62.5,BR
-0.5,-62.5,BR
0.5,-62.5,BR
1.5,-62.5,BR
2.5,-62.5,BR
3.5,-62.5,BR
4.5,-62.5,VE
5.5,-62.5,VE
6.5,-62.5,VE
7.5,-62.5,VE
8.5,-62.5,VE
9.5,-62.5,VE
10.5,-62.5,
44.5,-62.5,
45.5,-62.5,CA
46.5,-62.5,
49.5,-62.5,CA
50.5,-62.5,CA
51.5,-62.5,CA
52.5,-62.5,CA
53.5,-62.5,CA
54.5,-62.5,CA
55.5,-62.5,CA
56.5,-62.5,CA
57.5,-62.5,CA
58.5,-62.5,
65.5,-62.5,
66.5,-62.5,CA
67.5,-62.5,
76.5,-62.5,GL
77.5,-62.5,GL
78.5,-62.5,GL
79.5,-62.5,GL
80.5,-62.5,GL
81.5,-62.5,
82.5,-62.5,CA
-89.5,-61.5,
-88.5,-61.5,
-87.5,-61.5,
-86.5,-61.5,
-85.5,-61.5,
-84.5,-61.5,
-83.5,-61.5,
-82.5,-61.5,
-81.5,-61.5,
-80.5,-61.5,
-79.5,-61.5,
-78.5,-61.5,
-77.5,-61.5,
-76.5,-61.5,
-75.5,-61.5,
-74.5,-61.5,
-73.5,-61.5,
-72.5,-61.5,
-71.5,-61.5,
-70.5,-61.5,
-69.5,-61.5,
-68.5,-61.5,
-67.5,-61.5,
-66.5,-61.5,
-65.5,-61.5,
-64.5,-61.5,
-38.5,-61.5,AR
-37.5,-61.5,AR
-36.5,-61.5,AR
-35.5,-61.5,AR
-34.5,-61.5,AR
-33.5,-61.5,AR
-32.5,-61.5,AR
-31.5,-61.5,AR
-30.5,-61.5,AR
-29.5,-61.5,AR
-28.5,-61.5,AR
-27.5,-61.5,AR
-26.5,-61.5,AR
-25.5,-61.5,AR
-24.5,-61.5,AR
-23.5,-61.5,AR
-22.5,-61.5,PY
-21.5,-61.5,PY
-20.5,-61.5,PY
-19.5,-61.5,BO
-18.5,-61.5,BO
-17.5,-61.5,BO
-16.5,-61.5,BO
-15.5,-61.5,BO
-14.5,-61.5,BO
-13.5,-61.5,BR
-12.5,-61.5,BR
-11.5,-61.5,BR
-10.5,-61.5,BR
-9.5,-61.5,BR
-8.5,-61.5,BR
-7.5,-61.5,BR
-6.5,-61.5,BR
-5.5,-61.5,BR
-4.5,-61.5,BR
-3.5,-61.5,BR
-2.5,-61.5,BR
-1.5,-61.5,BR
-0.5,-61.5,BR
0.5,-61.5,BR
1.5,-61.5,BR
2.5,-61.5,BR
3.5,-61.5,BR
4.5,-61.5,VE
5.5,-61.5,VE
6.5,-61.5,VE
7.5,-61.5,VE
8.5,-61.5,VE
9.5,-61.5,VE
10.5,-61.5,
15.5,-61.5,
16.5,-61.5,
45.5,-61.5,CA
46.5,-61.5,
49.5,-61.5,
50.5,-61.5,CA
51.5,-61.5,CA
52.5,-61.5,CA
53.5,-61.5,CA
54.5,-61.5,CA
55.5,-61.5,CA
56.5,-61.5,
57.5,-61.5,
66.5,-61.5,
76.5,-61.5,GL
77.5,-61.5,GL
78.5,-61.5,GL
79.5,-61.5,GL
80.5,-61.5,GL
81.5,-61.5,
82.5,-61.5,
-89.5,-60.5,
-88.5,-60.5,
-87.5,-60.5,
-86.5,-60.5,
-85.5,-60.5,
-84.5,-60.5,
-83.5,-60.5,
-82.5,-60.5,
-81.5,-60.5,
-80.5,-60.5,
-79.5,-60.5,
-78.5,-60.5,
-77.5,-60.5,
-76.5,-60.5,
-75.5,-60.5,
-74.5,-60.5,
-73.5,-60.5,
-72.5,-60.5,
-71.5,-60.5,
-70.5,-60.5,
-69.5,-60.5,
-68.5,-60.5,
-67.5,-60.5,
-66.5,-60.5,
-65.5,-60.5,
-64.5,-60.5,
-63.5,-60.5,
-62.5,-60.5,
-52.5,-60.5,
-51.5,-60.5,
-38.5,-60.5,AR
-37.5,-60.5,AR
-36.5,-60.5,AR
-35.5,-60.5,AR
-34.5,-60.5,AR
-33.5,-60.5,AR
-32.5,-60.5,AR
-31.5,-60.5,AR
-30.5,-60.5,AR
-29.5,-60.5,AR
-28.5,-60.5,AR
-27.5,-60.5,AR
-26.5,-60.5,AR
-25.5,-60.5,AR
-24.5,-60.5,AR
-23.5,-60.5,PY
-22.5,-60.5,PY
-21.5,-60.5,PY
-20.5,-60.5,PY
-19.5,-60.5,PY
-18.5,-60.5,BO
-17.5,-60.5,BO
-16.5,-60.5,BO
-15.5,-60.5,BO
-14.5,-60.5,BO
-13.5,-60.5,BR
-12.5,-60.5,BR
-11.5,-60.5,BR
-10.5,-60.5,BR
-9.5,-60.5,BR
-8.5,-60.5,BR
-7.5,-60.5,BR
-6.5,-60.5,BR
-5.5,-60.5,BR
-4.5,-60.5,BR
-3.5,-60.5,BR
-2.5,-60.5,BR
-1.5,-60.5,BR
-0.5,-60.5,BR
0.5,-60.5,BR
1.5,-60.5,BR
2.5,-60.5,BR
3.5,-60.5,BR
4.5,-60.5,BR
5.5,-60.5,GY
6.5,-60.5,GY
7.5,-60.5,GY
8.5,-60.5,VE
9.5,-60.5,
14.5,-60.5,
45.5,-60.5,
46.5,-60.5,CA
50.5,-60.5,CA
51.5,-60.5,CA
52.5,-60.5,CA
53.5,-60.5,CA
54.5,-60.5,CA
55.5,-60.5,CA
76.5,-60.5,GL
77.5,-60.5,GL
78.5,-60.5,GL
79.5,-60.5,GL
80.5,-60.5,GL
81.5,-60.5,GL
-89.5,-59.5,
-88.5,-59.5,
-87.5,-59.5,
-86.5,-59.5,
-85.5,-59.5,
-84.5,-59.5,
-83.5,-59.5,
-82.5,-59.5,
-81.5,-59.5,
-80.5,-59.5,
-79.5,-59.5,
-78.5,-59.5,
-77.5,-59.5,
-76.5,-59.5,
-75.5,-59.5,
-73.5,-59.5,
-72.5,-59.5,
-68.5,-59.5,
-65.5,-59.5,
-64.5,-59.5,
-63.5,-59.5,
-52.5,-59.5,
-51.5,-59.5,FK
-38.5,-59.5,AR
-37.5,-59.5,AR
-36.5,-59.5,AR
-35.5,-59.5,AR
-34.5,-59.5,AR
-33.5,-59.5,AR
-32.5,-59.5,AR
-31.5,-59.5,AR
-30.5,-59.5,AR
-29.5,-59.5,AR
-28.5,-59.5,AR
-27.5,-59.5,AR
-26.5,-59.5,AR
-25.5,-59.5,AR
-24.5,-59.5,AR
-23.5,-59.5,PY
-22.5,-59.5,PY
-21.5,-59.5,PY
-20.5,-59.5,PY
-19.5,-59.5,PY
-18.5,-59.5,BO
-17.5,-59.5,BO
-16.5,-59.5,BO
-15.5,-59.5,BR
-14.5,-59.5,BR
-13.5,-59.5,BR
-12.5,-59.5,BR
-11.5,-59.5,BR
-10.5,-59.5,BR
-9.5,-59.5,BR
-8.5,-59.5,BR
-7.5,-59.5,BR
-6.5,-59.5,BR
-5.5,-59.5,BR
-4.5,-59.5,BR
-3.5,-59.5,BR
-2.5,-59.5,BR
-1.5,-59.5,BR
-0.5,-59.5,BR
0.5,-59.5,BR
1.5,-59.5,BR
2.5,-59.5,GY
3.5,-59.5,GY
4.5,-59.5,GY
5.5,-59.5,GY
6.5,-59.5,GY
7.5,-59.5,GY
8.5,-59.5,
47.5,-59.5,
50.5,-59.5,
51.5,-59.5,CA
52.5,-59.5,CA
53.5,-59.5,CA
54.5,-59.5,CA
55.5,-59.5,
75.5,-59.5,
76.5,-59.5,GL
77.5,-59.5,GL
78.5,-59.5,GL
79.5,-59.5,GL
80.5,-59.5,GL
81.5,-59.5,GL
82.5,-59.5,
-89.5,-58.5,
-88.5,-58.5,
-87.5,-58.5,
-86.5,-58.5,
-85.5,-58.5,
-84.5,-58.5,
-83.5,-58.5,
-82.5,-58.5,
-81.5,-58.5,
-80.5,-58.5,
-79.5,-58.5,
-78.5,-58.5,
-77.5,-58.5,
-76.5,-58.5,
-75.5,-58.5,
-64.5,-58.5,
-63.5,-58.5,
-62.5,-58.5,
-51.5,-58.5,FK
-38.5,-58.5,AR
-37.5,-58.5,AR
-36.5,-58.5,AR
-35.5,-58.5,AR
-34.5,-58.5,AR
-33.5,-58.5,
-32.5,-58.5,AR
-31.5,-58.5,AR
-30.5,-58.5,AR
-29.5,-58.5,AR
-28.5,-58.5,AR
-27.5,-58.5,AR
-26.5,-58.5,AR
-25.5,-58.5,AR
-24.5,-58.5,PY
-23.5,-58.5,PY
-22.5,-58.5,PY
-21.5,-58.5,PY
-20.5,-58.5,PY
-19.5,-58.5,BO
-18.5,-58.5,BO
-17.5,-58.5,BO
-16.5,-58.5,BO
-15.5,-58.5,BR
-14.5,-58.5,BR
-13.5,-58.5,BR
-12.5,-58.5,BR
-11.5,-58.5,BR
-10.5,-58.5,BR
-9.5,-58.5,BR
-8.5,-58.5,BR
-7.5,-58.5,BR
-6.5,-58.5,BR
-5.5,-58.5,BR
-4.5,-58.5,BR
-3.5,-58.5,BR
-2.5,-58.5,BR
-1.5,-58.5,BR
-0.5,-58.5,BR
0.5,-58.5,BR
1.5,-58.5,GY
2.5,-58.5,GY
3.5,-58.5,GY
4.5,-58.5,GY
5.5,-58.5,GY
6.5,-58.5,GY
7.5,-58.5,
47.5,-58.5,
48.5,-58.5,
49.5,-58.5,
51.5,-58.5,CA
52.5,-58.5,CA
53.5,-58.5,CA
54.5,-58.5,CA
75.5,-58.5,
76.5,-58.5,GL
77.5,-58.5,GL
78.5,-58.5,GL
79.5,-58.5,GL
80.5,-58.5,GL
81.5,-58.5,GL
82.5,-58.5,
-89.5,-57.5,
-88.5,-57.5,
-87.5,-57.5,
-86.5,-57.5,
-85.5,-57.5,
-84.5,-57.5,
-83.5,-57.5,
-82.5,-57.5,
-81.5,-57.5,
-80.5,-57.5,
-79.5,-57.5,
-78.5,-57.5,
-77.5,-57.5,
-76.5,-57.5,
-75.5,-57.5,
-64.5,-57.5,
-63.5,-57.5,
-51.5,-57.5,
-38.5,-57.5,
-37.5,-57.5,AR
-36.5,-57.5,AR
-35.5,-57.5,AR
-34.5,-57.5,
-33.5,-57.5,UY
-32.5,-57.5,UY
-31.5,-57.5,UY
-30.5,-57.5,UY
-29.5,-57.5,AR
-28.5,-57.5,AR
-27.5,-57.5,AR
-26.5,-57.5,PY
-25.5,-57.5,PY
-24.5,-57.5,PY
-23.5,-57.5,PY
-22.5,-57.5,PY
-21.5,-57.5,BR
-20.5,-57.5,BR
-19.5,-57.5,BR
-18.5,-57.5,BR
-17.5,-57.5,BR
-16.5,-57.5,BR
-15.5,-57.5,BR
-14.5,-57.5,BR
-13.5,-57.5,BR
-12.5,-57.5,BR
-11.5,-57.5,BR
-10.5,-57.5,BR
-9.5,-57.5,BR
-8.5,-57.5,BR
-7.5,-57.5,BR
-6.5,-57.5,BR
-5.5,-57.5,BR
-4.5,-57.5,BR
-3.5,-57.5,BR
-2.5,-57.5,BR
-1.5,-57.5,BR
-0.5,-57.5,BR
0.5,-57.5,BR
1.5,-57.5,BR
2.5,-57.5,GY
3.5,-57.5,SR
4.5,-57.5,SR
5.5,-57.5,GY
6.5,-57.5,
47.5,-57.5,
48.5,-57.5,CA
49.5,-57.5,CA
50.5,-57.5,
51.5,-57.5,CA
52.5,-57.5,CA
53.5,-57.5,CA
54.5,-57.5,CA
74.5,-57.5,GL
75.5,-57.5,GL
76.5,-57.5,GL
77.5,-57.5,GL
78.5,-57.5,GL
79.5,-57.5,GL
80.5,-57.5,GL
81.5,-57.5,GL
82.5,-57.5,
-89.5,-56.5,
-88.5,-56.5,
-87.5,-56.5,
-86.5,-56.5,
-85.5,-56.5,
-84.5,-56.5,
-83.5,-56.5,
-82.5,-56.5,
-81.5,-56.5,
-80.5,-56.5,
-79.5,-56.5,
-78.5,-56.5,
-77.5,-56.5,
-76.5,-56.5,
-63.5,-56.5,
-36.5,-56.5,
-34.5,-56.5,UY
-33.5,-56.5,UY
-32.5,-56.5,UY
-31.5,-56.5,UY
-30.5,-56.5,UY
-29.5,-56.5,BR
-28.5,-56.5,AR
-27.5,-56.5,AR
-26.5,-56.5,PY
-25.5,-56.5,PY
-24.5,-56.5,PY
-23.5,-56.5,PY
-22.5,-56.5,PY
-21.5,-56.5,BR
-20.5,-56.5,BR
-19.5,-56.5,BR
-18.5,-56.5,BR
-17.5,-56.5,BR
-16.5,-56.5,BR
-15.5,-56.5,BR
-14.5,-56.5,BR
-13.5,-56.5,BR
-12.5,-56.5,BR
-11.5,-56.5,BR
-10.5,-56.5,BR
-9.5,-56.5,BR
-8.5,-56.5,BR
-7.5,-56.5,BR
-6.5,-56.5,BR
-5.5,-56.5,BR
-4.5,-56.5,BR
-3.5,-56.5,BR
-2.5,-56.5,BR
-1.5,-56.5,BR
-0.5,-56.5,BR
0.5,-56.5,BR
1.5,-56.5,BR
2.5,-56.5,SR
3.5,-56.5,SR
4.5,-56.5,SR
5.5,-56.5,SR
47.5,-56.5,
48.5,-56.5,CA
49.5,-56.5,CA
50.5,-56.5,CA
51.5,-56.5,
52.5,-56.5,CA
53.5,-56.5,CA
73.5,-56.5,
74.5,-56.5,GL
75.5,-56.5,GL
76.5,-56.5,GL
77.5,-56.5,GL
78.5,-56.5,GL
79.5,-56.5,GL
80.5,-56.5,GL
81.5,-56.5,GL
82.5,-56.5,
-89.5,-55.5,
-88.5,-55.5,
-87.5,-55.5,
-86.5,-55.5,
-85.5,-55.5,
-84.5,-55.5,
-83.5,-55.5,
-82.5,-55.5,
-81.5,-55.5,
-80.5,-55.5,
-79.5,-55.5,
-78.5,-55.5,
-77.5,-55.5,
-76.5,-55.5,
-63.5,-55.5,
-61.5,-55.5,
-34.5,-55.5,UY
-33.5,-55.5,UY
-32.5,-55.5,UY
-31.5,-55.5,UY
-30.5,-55.5,BR
-29.5,-55.5,BR
-28.5,-55.5,BR
-27.5,-55.5,AR
-26.5,-55.5,PY
-25.5,-55.5,PY
-24.5,-55.5,PY
-23.5,-55.5,BR
-22.5,-55.5,BR
-21.5,-55.5,BR
-20.5,-55.5,BR
-19.5,-55.5,BR
-18.5,-55.5,BR
-17.5,-55.5,BR
-16.5,-55.5,BR
-15.5,-55.5,BR
-14.5,-55.5,BR
-13.5,-55.5,BR
-12.5,-55.5,BR
-11.5,-55.5,BR
-10.5,-55.5,BR
-9.5,-55.5,BR
-8.5,-55.5,BR
-7.5,-55.5,BR
-6.5,-55.5,BR
-5.5,-55.5,BR
-4.5,-55.5,BR
-3.5,-55.5,BR
-2.5,-55.5,BR
-1.5,-55.5,BR
-0.5,-55.5,BR
0.5,-55.5,BR
1.5,-55.5,BR
2.5,-55.5,SR
3.5,-55.5,SR
4.5,-55.5,SR
5.5,-55.5,SR
46.5,-55.5,
47.5,-55.5,CA
48.5,-55.5,CA
49.5,-55.5,
51.5,-55.5,CA
52.5,-55.5,
53.5,-55.5,
71.5,-55.5,GL
72.5,-55.5,GL
73.5,-55.5,GL
74.5,-55.5,GL
75.5,-55.5,GL
76.5,-55.5,GL
77.5,-55.5,GL
78.5,-55.5,GL
79.5,-55.5,GL
80.5,-55.5,GL
81.5,-55.5,GL
82.5,-55.5,
-89.5,-54.5,
-88.5,-54.5,
-87.5,-54.5,
-86.5,-54.5,
-85.5,-54.5,
-84.5,-54.5,
-83.5,-54.5,
-82.5,-54.5,
-81.5,-54.5,
-80.5,-54.5,
-79.5,-54.5,
-78.5,-54.5,
-77.5,-54.5,
-76.5,-54.5,
-61.5,-54.5,
-34.5,-54.5,UY
-33.5,-54.5,UY
-32.5,-54.5,UY
-31.5,-54.5,BR
-30.5,-54.5,BR
-29.5,-54.5,BR
-28.5,-54.5,BR
-27.5,-54.5,BR
-26.5,-54.5,AR
-25.5,-54.5,BR
-24.5,-54.5,PY
-23.5,-54.5,BR
-22.5,-54.5,BR
-21.5,-54.5,BR
-20.5,-54.5,BR
-19.5,-54.5,BR
-18.5,-54.5,BR
-17.5,-54.5,BR
-16.5,-54.5,BR
-15.5,-54.5,BR
-14.5,-54.5,BR
-13.5,-54.5,BR
-12.5,-54.5,BR
-11.5,-54.5,BR
-10.5,-54.5,BR
-9.5,-54.5,BR
-8.5,-54.5,BR
-7.5,-54.5,BR
-6.5,-54.5,BR
-5.5,-54.5,BR
-4.5,-54.5,BR
-3.5,-54.5,BR
-2.5,-54.5,BR
-1.5,-54.5,BR
-0.5,-54.5,BR
0.5,-54.5,BR
1.5,-54.5,BR
2.5,-54.5,SR
3.5,-54.5,SR
4.5,-54.5,SR
5.5,-54.5,SR
47.5,-54.5,
48.5,-54.5,CA
49.5,-54.5,CA
69.5,-54.5,
70.5,-54.5,
71.5,-54.5,GL
72.5,-54.5,
73.5,-54.5,GL
74.5,-54.5,GL
75.5,-54.5,GL
76.5,-54.5,GL
77.5,-54.5,GL
78.5,-54.5,GL
79.5,-54.5,GL
80.5,-54.5,GL
81.5,-54.5,GL
82.5,-54.5,
-89.5,-53.5,
-88.5,-53.5,
-87.5,-53.5,
-86.5,-53.5,
-85.5,-53.5,
-84.5,-53.5,
-83.5,-53.5,
-82.5,-53.5,
-81.5,-53.5,
-80.5,-53.5,
-79.5,-53.5,
-78.5,-53.5,
-77.5,-53.5,
-76.5,-53.5,
-34.5,-53.5,
-33.5,-53.5,BR
-32.5,-53.5,UY
-31.5,-53.5,BR
-30.5,-53.5,BR
-29.5,-53.5,BR
-28.5,-53.5,BR
-27.5,-53.5,BR
-26.5,-53.5,BR
-25.5,-53.5,BR
-24.5,-53.5,BR
-23.5,-53.5,BR
-22.5,-53.5,BR
-21.5,-53.5,BR
-20.5,-53.5,BR
-19.5,-53.5,BR
-18.5,-53.5,BR
-17.5,-53.5,BR
-16.5,-53.5,BR
-15.5,-53.5,BR
-14.5,-53.5,BR
-13.5,-53.5,BR
-12.5,-53.5,BR
-11.5,-53.5,BR
-10.5,-53.5,BR
-9.5,-53.5,BR
-8.5,-53.5,BR
-7.5,-53.5,BR
-6.5,-53.5,BR
-5.5,-53.5,BR
-4.5,-53.5,BR
-3.5,-53.5,BR
-2.5,-53.5,BR
-1.5,-53.5,BR
-0.5,-53.5,BR
0.5,-53.5,BR
1.5,-53.5,BR
2.5,-53.5,GF
3.5,-53.5,GF
4.5,-53.5,GF
5.5,-53.5,GF
46.5,-53.5,
47.5,-53.5,CA
48.5,-53.5,
49.5,-53.5,
66.5,-53.5,GL
67.5,-53.5,GL
69.5,-53.5,GL
70.5,-53.5,GL
71.5,-53.5,
72.5,-53.5,GL
73.5,-53.5,GL
74.5,-53.5,GL
75.5,-53.5,GL
76.5,-53.5,GL
77.5,-53.5,GL
78.5,-53.5,GL
79.5,-53.5,GL
80.5,-53.5,GL
81.5,-53.5,GL
82.5,-53.5,
-89.5,-52.5,
-88.5,-52.5,
-87.5,-52.5,
-86.5,-52.5,
-85.5,-52.5,
-84.5,-52.5,
-83.5,-52.5,
-82.5,-52.5,
-81.5,-52.5,
-80.5,-52.5,
-79.5,-52.5,
-78.5,-52.5,
-77.5,-52.5,
-76.5,-52.5,
-33.5,-52.5,
-32.5,-52.5,BR
-31.5,-52.5,BR
-30.5,-52.5,BR
-29.5,-52.5,BR
-28.5,-52.5,BR
-27.5,-52.5,BR
-26.5,-52.5,BR
-25.5,-52.5,BR
-24.5,-52.5,BR
-23.5,-52.5,BR
-22.5,-52.5,BR
-21.5,-52.5,BR
-20.5,-52.5,BR
-19.5,-52.5,BR
-18.5,-52.5,BR
-17.5,-52.5,BR
-16.5,-52.5,BR
-15.5,-52.5,BR
-14.5,-52.5,BR
-13.5,-52.5,BR
-12.5,-52.5,BR
-11.5,-52.5,BR
-10.5,-52.5,BR
-9.5,-52.5,BR
-8.5,-52.5,BR
-7.5,-52.5,BR
-6.5,-52.5,BR
-5.5,-52.5,BR
-4.5,-52.5,BR
-3.5,-52.5,BR
-2.5,-52.5,BR
-1.5,-52.5,
-0.5,-52.5,BR
0.5,-52.5,BR
1.5,-52.5,BR
2.5,-52.5,BR
3.5,-52.5,GF
4.5,-52.5,GF
5.5,-52.5,
47.5,-52.5,
64.5,-52.5,
65.5,-52.5,GL
66.5,-52.5,GL
67.5,-52.5,GL
68.5,-52.5,GL
69.5,-52.5,GL
70.5,-52.5,GL
71.5,-52.5,GL
72.5,-52.5,GL
73.5,-52.5,GL
74.5,-52.5,GL
75.5,-52.5,GL
76.5,-52.5,GL
77.5,-52.5,GL
78.5,-52.5,GL
79.5,-52.5,GL
80.5,-52.5,GL
81.5,-52.5,GL
82.5,-52.5,
-89.5,-51.5,
-88.5,-51.5,
-87.5,-51.5,
-86.5,-51.5,
-85.5,-51.5,
-84.5,-51.5,
-83.5,-51.5,
-82.5,-51.5,
-81.5,-51.5,
-80.5,-51.5,
-79.5,-51.5,
-78.5,-51.5,
-77.5,-51.5,
-31.5,-51.5,
-30.5,-51.5,BR
-29.5,-51.5,BR
-28.5,-51.5,BR
-27.5,-51.5,BR
-26.5,-51.5,BR
-25.5,-51.5,BR
-24.5,-51.5,BR
-23.5,-51.5,BR
-22.5,-51.5,BR
-21.5,-51.5,BR
-20.5,-51.5,BR
-19.5,-51.5,BR
-18.5,-51.5,BR
-17.5,-51.5,BR
-16.5,-51.5,BR
-15.5,-51.5,BR
-14.5,-51.5,BR
-13.5,-51.5,BR
-12.5,-51.5,BR
-11.5,-51.5,BR
-10.5,-51.5,BR
-9.5,-51.5,BR
-8.5,-51.5,BR
-7.5,-51.5,BR
-6.5,-51.5,BR
-5.5,-51.5,BR
-4.5,-51.5,BR
-3.5,-51.5,BR
-2.5,-51.5,BR
-1.5,-51.5,BR
-0.5,-51.5,BR
0.5,-51.5,BR
1.5,-51.5,BR
2.5,-51.5,BR
3.5,-51.5,BR
4.5,-51.5,
63.5,-51.5,
64.5,-51.5,GL
65.5,-51.5,GL
66.5,-51.5,GL
67.5,-51.5,GL
68.5,-51.5,GL
69.5,-51.5,
70.5,-51.5,
71.5,-51.5,
72.5,-51.5,GL
73.5,-51.5,GL
74.5,-51.5,GL
75.5,-51.5,GL
76.5,-51.5,GL
77.5,-51.5,GL
78.5,-51.5,GL
79.5,-51.5,GL
80.5,-51.5,GL
81.5,-51.5,GL
82.5,-51.5,
-89.5,-50.5,
-88.5,-50.5,
-87.5,-50.5,
-86.5,-50.5,
-85.5,-50.5,
-84.5,-50.5,
-83.5,-50.5,
-82.5,-50.5,
-81.5,-50.5,
-80.5,-50.5,
-79.5,-50.5,
-78.5,-50.5,
-77.5,-50.5,
-31.5,-50.5,
-30.5,-50.5,BR
-29.5,-50.5,BR
-28.5,-50.5,BR
-27.5,-50.5,BR
-26.5,-50.5,BR
-25.5,-50.5,BR
-24.5,-50.5,BR
-23.5,-50.5,BR
-22.5,-50.5,BR
-21.5,-50.5,BR
-20.5,-50.5,BR
-19.5,-50.5,BR
-18.5,-50.5,BR
-17.5,-50.5,BR
-16.5,-50.5,BR
-15.5,-50.5,BR
-14.5,-50.5,BR
-13.5,-50.5,BR
-12.5,-50.5,BR
-11.5,-50.5,BR
-10.5,-50.5,BR
-9.5,-50.5,BR
-8.5,-50.5,BR
-7.5,-50.5,BR
-6.5,-50.5,BR
-5.5,-50.5,BR
-4.5,-50.5,BR
-3.5,-50.5,BR
-2.5,-50.5,BR
-1.5,-50.5,BR
-0.5,-50.5,BR
0.5,-50.5,
1.5,-50.5,BR
2.5,-50.5,
62.5,-50.5,
63.5,-50.5,GL
64.5,-50.5,GL
65.5,-50.5,GL
66.5,-50.5,GL
67.5,-50.5,
68.5,-50.5,GL
69.5,-50.5,
70.5,-50.5,GL
71.5,-50.5,GL
72.5,-50.5,GL
73.5,-50.5,GL
74.5,-50.5,GL
75.5,-50.5,GL
76.5,-50.5,GL
77.5,-50.5,GL
78.5,-50.5,GL
79.5,-50.5,GL
80.5,-50.5,GL
81.5,-50.5,GL
82.5,-50.5,GL
-89.5,-49.5,
-88.5,-49.5,
-87.5,-49.5,
-86.5,-49.5,
-85.5,-49.5,
-84.5,-49.5,
-83.5,-49.5,
-82.5,-49.5,
-81.5,-49.5,
-80.5,-49.5,
-79.5,-49.5,
-78.5,-49.5,
-77.5,-49.5,
-29.5,-49.5,
-28.5,-49.5,BR
-27.5,-49.5,BR
-26.5,-49.5,BR
-25.5,-49.5,BR
-24.5,-49.5,BR
-23.5,-49.5,BR
-22.5,-49.5,BR
-21.5,-49.5,BR
-20.5,-49.5,BR
-19.5,-49.5,BR
-18.5,-49.5,BR
-17.5,-49.5,BR
-16.5,-49.5,BR
-15.5,-49.5,BR
-14.5,-49.5,BR
-13.5,-49.5,BR
-12.5,-49.5,BR
-11.5,-49.5,BR
-10.5,-49.5,BR
-9.5,-49.5,BR
-8.5,-49.5,BR
-7.5,-49.5,BR
-6.5,-49.5,BR
-5.5,-49.5,BR
-4.5,-49.5,BR
-3.5,-49.5,BR
-2.5,-49.5,BR
-1.5,-49.5,BR
-0.5,-49.5,BR
0.5,-49.5,
1.5,-49.5,
61.5,-49.5,
62.5,-49.5,GL
63.5,-49.5,GL
64.5,-49.5,GL
65.5,-49.5,GL
66.5,-49.5,GL
67.5,-49.5,GL
68.5,-49.5,GL
69.5,-49.5,GL
70.5,-49.5,GL
71.5,-49.5,GL
